survey	recording_givid	layer_code	layer_description	layer_cover
N2000meetnet_Heide_BHM_2022	IV2022111920552627	ML	Overige moslaag	10
N2000meetnet_Heide_BHM_2022	IV2022111920552627	NB	Naakte bodem	10
N2000meetnet_Heide_BHM_2022	IV2022111920552627	S	Struiklaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920552627	STR	Strooisel	0
N2000meetnet_Heide_BHM_2022	IV2022111920552627	VML	Veenmoslaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920552707	AL	Algenlaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920552707	B	Boomlaag	5
N2000meetnet_Heide_BHM_2022	IV2022111920552707	K	Kruidlaag	20
N2000meetnet_Heide_BHM_2022	IV2022111920552707	KML	Korstmoslaag	0-x-1
N2000meetnet_Heide_BHM_2022	IV2022111920552707	ML	Overige moslaag	10
N2000meetnet_Heide_BHM_2022	IV2022111920552707	NB	Naakte bodem	70
N2000meetnet_Heide_BHM_2022	IV2022111920552707	S	Struiklaag	10
N2000meetnet_Heide_BHM_2022	IV2022111920552707	STR	Strooisel	10
N2000meetnet_Heide_BHM_2022	IV2022111920552707	VML	Veenmoslaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920552952	AL	Algenlaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920552952	B	Boomlaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920552952	K	Kruidlaag	90
N2000meetnet_Heide_BHM_2022	IV2022111920552952	KML	Korstmoslaag	1
N2000meetnet_Heide_BHM_2022	IV2022111920552952	ML	Overige moslaag	10
N2000meetnet_Heide_BHM_2022	IV2022111920552952	NB	Naakte bodem	1
N2000meetnet_Heide_BHM_2022	IV2022111920552952	S	Struiklaag	2
N2000meetnet_Heide_BHM_2022	IV2022111920552952	STR	Strooisel	0
N2000meetnet_Heide_BHM_2022	IV2022111920552952	VML	Veenmoslaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920553012	AL	Algenlaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920553012	B	Boomlaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920553012	K	Kruidlaag	60
N2000meetnet_Heide_BHM_2022	IV2022111920553012	KML	Korstmoslaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920553012	ML	Overige moslaag	20
N2000meetnet_Heide_BHM_2022	IV2022111920553012	NB	Naakte bodem	10
N2000meetnet_Heide_BHM_2022	IV2022111920553012	S	Struiklaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920553012	STR	Strooisel	0
N2000meetnet_Heide_BHM_2022	IV2022111920553012	VML	Veenmoslaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920553174	AL	Algenlaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920553174	B	Boomlaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920553174	K	Kruidlaag	40
N2000meetnet_Heide_BHM_2022	IV2022111920553174	KML	Korstmoslaag	10
N2000meetnet_Heide_BHM_2022	IV2022111920553174	ML	Overige moslaag	55
N2000meetnet_Heide_BHM_2022	IV2022111920553174	NB	Naakte bodem	3
N2000meetnet_Heide_BHM_2022	IV2022111920553174	S	Struiklaag	2
N2000meetnet_Heide_BHM_2022	IV2022111920553174	STR	Strooisel	0
N2000meetnet_Heide_BHM_2022	IV2022111920553174	VML	Veenmoslaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920553207	AL	Algenlaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920553207	B	Boomlaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920553207	K	Kruidlaag	40
N2000meetnet_Heide_BHM_2022	IV2022111920553207	KML	Korstmoslaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920553207	ML	Overige moslaag	5
N2000meetnet_Heide_BHM_2022	IV2022111920553207	NB	Naakte bodem	50
N2000meetnet_Heide_BHM_2022	IV2022111920553207	S	Struiklaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920553207	STR	Strooisel	1
N2000meetnet_Heide_BHM_2022	IV2022111920553207	VML	Veenmoslaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920553325	AL	Algenlaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920553325	B	Boomlaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920553325	K	Kruidlaag	70
N2000meetnet_Heide_BHM_2022	IV2022111920553325	KML	Korstmoslaag	0-x-1
N2000meetnet_Heide_BHM_2022	IV2022111920553325	ML	Overige moslaag	25
N2000meetnet_Heide_BHM_2022	IV2022111920553325	NB	Naakte bodem	10
N2000meetnet_Heide_BHM_2022	IV2022111920553325	S	Struiklaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920553325	STR	Strooisel	1
N2000meetnet_Heide_BHM_2022	IV2022111920553325	VML	Veenmoslaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920553449	AL	Algenlaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920553449	B	Boomlaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920553449	K	Kruidlaag	100
N2000meetnet_Heide_BHM_2022	IV2022111920553449	KML	Korstmoslaag	0-x-1
N2000meetnet_Heide_BHM_2022	IV2022111920553449	ML	Overige moslaag	20
N2000meetnet_Heide_BHM_2022	IV2022111920553449	NB	Naakte bodem	0
N2000meetnet_Heide_BHM_2022	IV2022111920553449	S	Struiklaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920553449	STR	Strooisel	0
N2000meetnet_Heide_BHM_2022	IV2022111920553449	VML	Veenmoslaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920553551	AL	Algenlaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920553551	B	Boomlaag	100
N2000meetnet_Heide_BHM_2022	IV2022111920553551	K	Kruidlaag	80
N2000meetnet_Heide_BHM_2022	IV2022111920553551	KML	Korstmoslaag	1
N2000meetnet_Heide_BHM_2022	IV2022111920553551	ML	Overige moslaag	30
N2000meetnet_Heide_BHM_2022	IV2022111920553551	NB	Naakte bodem	10
N2000meetnet_Heide_BHM_2022	IV2022111920553551	S	Struiklaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920553551	STR	Strooisel	0
N2000meetnet_Heide_BHM_2022	IV2022111920553551	VML	Veenmoslaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920553614	AL	Algenlaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920553614	B	Boomlaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920553614	K	Kruidlaag	45
N2000meetnet_Heide_BHM_2022	IV2022111920553614	KML	Korstmoslaag	25
N2000meetnet_Heide_BHM_2022	IV2022111920553614	ML	Overige moslaag	10
N2000meetnet_Heide_BHM_2022	IV2022111920553614	NB	Naakte bodem	20
N2000meetnet_Heide_BHM_2022	IV2022111920553614	S	Struiklaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920553614	STR	Strooisel	0
N2000meetnet_Heide_BHM_2022	IV2022111920553614	VML	Veenmoslaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920553778	AL	Algenlaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920553778	B	Boomlaag	100
N2000meetnet_Heide_BHM_2022	IV2022111920553778	K	Kruidlaag	95
N2000meetnet_Heide_BHM_2022	IV2022111920553778	KML	Korstmoslaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920553778	ML	Overige moslaag	20
N2000meetnet_Heide_BHM_2022	IV2022111920553778	NB	Naakte bodem	0
N2000meetnet_Heide_BHM_2022	IV2022111920553778	S	Struiklaag	100
N2000meetnet_Heide_BHM_2022	IV2022111920553778	STR	Strooisel	1
N2000meetnet_Heide_BHM_2022	IV2022111920553778	VML	Veenmoslaag	0
N2000_Duinen_fieldapp	IV2023010321142576	B	Boomlaag	95
N2000_Duinen_fieldapp	IV2023010321142576	K	Kruidlaag	60
N2000_Duinen_fieldapp	IV2023010321142576	MO	Moslaag	30
N2000_Duinen_fieldapp	IV2023010321142576	NB	Naakte Bodem	15
N2000_Duinen_fieldapp	IV2023010321142576	S	Struiklaag	60
N2000_Duinen_fieldapp	IV2023010321142576	STR	Strooisel	85
N2000_Duinen_fieldapp	IV2023010321142600	B	Boomlaag	22
N2000_Duinen_fieldapp	IV2023010321142600	K	Kruidlaag	30
N2000_Duinen_fieldapp	IV2023010321142600	MO	Moslaag	60
N2000_Duinen_fieldapp	IV2023010321142600	S	Struiklaag	95
N2000_Duinen_fieldapp	IV2023010321142600	STR	Strooisel	70
N2000_Duinen_fieldapp	IV2023010321142744	B	Boomlaag	98
N2000_Duinen_fieldapp	IV2023010321142744	K	Kruidlaag	50
N2000_Duinen_fieldapp	IV2023010321142744	S	Struiklaag	25
N2000_Duinen_fieldapp	IV2023010321142744	STR	Strooisel	95
N2000_Duinen_fieldapp	IV2023010321142829	B	Boomlaag	90
N2000_Duinen_fieldapp	IV2023010321142829	K	Kruidlaag	55
N2000_Duinen_fieldapp	IV2023010321142829	S	Struiklaag	15
N2000_Duinen_fieldapp	IV2023010321142829	STR	Strooisel	100
N2000_Duinen_fieldapp	IV2023010321142965	B	Boomlaag	95
N2000_Duinen_fieldapp	IV2023010321142965	K	Kruidlaag	95
N2000_Duinen_fieldapp	IV2023010321142965	MO	Moslaag	1
N2000_Duinen_fieldapp	IV2023010321142965	NB	Naakte Bodem	1
N2000_Duinen_fieldapp	IV2023010321142965	S	Struiklaag	70
N2000_Duinen_fieldapp	IV2023010321142965	STR	Strooisel	5
N2000_Duinen_fieldapp	IV2023010321143063	K	Kruidlaag	100
N2000_Duinen_fieldapp	IV2023010321143063	MO	Moslaag	15
N2000_Duinen_fieldapp	IV2023010321143063	S	Struiklaag	52
N2000_Duinen_fieldapp	IV2023010321143063	STR	Strooisel	5
N2000_Duinen_fieldapp	IV2023010321143122	B	Boomlaag	90
N2000_Duinen_fieldapp	IV2023010321143122	K	Kruidlaag	25
N2000_Duinen_fieldapp	IV2023010321143122	NB	Naakte Bodem	3
N2000_Duinen_fieldapp	IV2023010321143122	S	Struiklaag	50
N2000_Duinen_fieldapp	IV2023010321143122	STR	Strooisel	97
N2000_Duinen_fieldapp	IV2023010321143202	B	Boomlaag	100
N2000_Duinen_fieldapp	IV2023010321143202	K	Kruidlaag	25
N2000_Duinen_fieldapp	IV2023010321143202	MO	Moslaag	1
N2000_Duinen_fieldapp	IV2023010321143202	S	Struiklaag	20
N2000_Duinen_fieldapp	IV2023010321143202	STR	Strooisel	98
N2000_Duinen_fieldapp	IV2023010321143364	K	Kruidlaag	70
N2000_Duinen_fieldapp	IV2023010321143364	NB	Naakte Bodem	7
N2000_Duinen_fieldapp	IV2023010321143364	S	Struiklaag	85
N2000_Duinen_fieldapp	IV2023010321143364	STR	Strooisel	20
N2000_Duinen_fieldapp	IV2023010321143434	B	Boomlaag	98
N2000_Duinen_fieldapp	IV2023010321143434	K	Kruidlaag	80
N2000_Duinen_fieldapp	IV2023010321143434	MO	Moslaag	0-x-1
N2000_Duinen_fieldapp	IV2023010321143434	NB	Naakte Bodem	0-x-1
N2000_Duinen_fieldapp	IV2023010321143434	S	Struiklaag	15
N2000_Duinen_fieldapp	IV2023010321143434	STR	Strooisel	99
N2000_Duinen_fieldapp	IV2023010321143488	B	Boomlaag	95
N2000_Duinen_fieldapp	IV2023010321143488	K	Kruidlaag	90
N2000_Duinen_fieldapp	IV2023010321143488	S	Struiklaag	80
N2000_Duinen_fieldapp	IV2023010321143488	STR	Strooisel	100
N2000_Duinen_fieldapp	IV2023010321143581	K	Kruidlaag	45
N2000_Duinen_fieldapp	IV2023010321143581	MO	Moslaag	40
N2000_Duinen_fieldapp	IV2023010321143581	NB	Naakte Bodem	7
N2000_Duinen_fieldapp	IV2023010321143581	S	Struiklaag	55
N2000_Duinen_fieldapp	IV2023010321143581	STR	Strooisel	30
N2000_Duinen_fieldapp	IV2023010321143662	B	Boomlaag	95
N2000_Duinen_fieldapp	IV2023010321143662	K	Kruidlaag	5
N2000_Duinen_fieldapp	IV2023010321143662	NB	Naakte Bodem	1
N2000_Duinen_fieldapp	IV2023010321143662	STR	Strooisel	99
N2000_Duinen_fieldapp	IV2023010321143786	B	Boomlaag	98
N2000_Duinen_fieldapp	IV2023010321143786	K	Kruidlaag	20
N2000_Duinen_fieldapp	IV2023010321143786	S	Struiklaag	55
N2000_Duinen_fieldapp	IV2023010321143786	STR	Strooisel	98
N2000_Duinen_fieldapp	IV2023010321143789	K	Kruidlaag	25
N2000_Duinen_fieldapp	IV2023010321143789	MO	Moslaag	40
N2000_Duinen_fieldapp	IV2023010321143789	S	Struiklaag	100
N2000_Duinen_fieldapp	IV2023010321143789	STR	Strooisel	40
N2000_Duinen_fieldapp	IV2023010321143811	B	Boomlaag	99
N2000_Duinen_fieldapp	IV2023010321143811	K	Kruidlaag	40
N2000_Duinen_fieldapp	IV2023010321143811	MO	Moslaag	1
N2000_Duinen_fieldapp	IV2023010321143811	NB	Naakte Bodem	50
N2000_Duinen_fieldapp	IV2023010321143811	STR	Strooisel	50
N2000_Duinen_fieldapp	IV2023010321143943	B	Boomlaag	70
N2000_Duinen_fieldapp	IV2023010321143943	K	Kruidlaag	55
N2000_Duinen_fieldapp	IV2023010321143943	NB	Naakte Bodem	5
N2000_Duinen_fieldapp	IV2023010321143943	S	Struiklaag	80
N2000_Duinen_fieldapp	IV2023010321143943	STR	Strooisel	95
N2000_Duinen_fieldapp	IV2023010321144081	B	Boomlaag	80
N2000_Duinen_fieldapp	IV2023010321144081	K	Kruidlaag	100
N2000_Duinen_fieldapp	IV2023010321144081	S	Struiklaag	90
N2000_Duinen_fieldapp	IV2023010321144081	STR	Strooisel	100
N2000_Duinen_fieldapp	IV2023010321144117	B	Boomlaag	85
N2000_Duinen_fieldapp	IV2023010321144117	K	Kruidlaag	70
N2000_Duinen_fieldapp	IV2023010321144117	MO	Moslaag	3
N2000_Duinen_fieldapp	IV2023010321144117	NB	Naakte Bodem	5
N2000_Duinen_fieldapp	IV2023010321144117	S	Struiklaag	15
N2000_Duinen_fieldapp	IV2023010321144117	STR	Strooisel	30
N2000_Duinen_fieldapp	IV2023010321144128	K	Kruidlaag	60
N2000_Duinen_fieldapp	IV2023010321144128	MO	Moslaag	40
N2000_Duinen_fieldapp	IV2023010321144128	NB	Naakte Bodem	3
N2000_Duinen_fieldapp	IV2023010321144128	S	Struiklaag	52
N2000_Duinen_fieldapp	IV2023010321144128	STR	Strooisel	5
N2000_Duinen_fieldapp	IV2023010321144200	K	Kruidlaag	35
N2000_Duinen_fieldapp	IV2023010321144200	S	Struiklaag	100
N2000_Duinen_fieldapp	IV2023010321144200	STR	Strooisel	75
N2000_Duinen_fieldapp	IV2023010321144390	B	Boomlaag	75
N2000_Duinen_fieldapp	IV2023010321144390	K	Kruidlaag	90
N2000_Duinen_fieldapp	IV2023010321144390	S	Struiklaag	8
N2000_Duinen_fieldapp	IV2023010321144390	STR	Strooisel	100
N2000_Duinen_fieldapp	IV2023010321144453	B	Boomlaag	85
N2000_Duinen_fieldapp	IV2023010321144453	K	Kruidlaag	82
N2000_Duinen_fieldapp	IV2023010321144453	S	Struiklaag	30
N2000_Duinen_fieldapp	IV2023010321144453	STR	Strooisel	88
N2000_Duinen_fieldapp	IV2023010321144573	K	Kruidlaag	70
N2000_Duinen_fieldapp	IV2023010321144573	MO	Moslaag	6
N2000_Duinen_fieldapp	IV2023010321144573	NB	Naakte Bodem	4
N2000_Duinen_fieldapp	IV2023010321144573	S	Struiklaag	52
N2000_Duinen_fieldapp	IV2023010321144573	STR	Strooisel	15
N2000_Duinen_fieldapp	IV2023010321144679	K	Kruidlaag	50
N2000_Duinen_fieldapp	IV2023010321144679	MO	Moslaag	15
N2000_Duinen_fieldapp	IV2023010321144679	NB	Naakte Bodem	7
N2000_Duinen_fieldapp	IV2023010321144679	S	Struiklaag	55
N2000_Duinen_fieldapp	IV2023010321144679	STR	Strooisel	30
N2000_Duinen_fieldapp	IV2023010321144828	K	Kruidlaag	10
N2000_Duinen_fieldapp	IV2023010321144828	MO	Moslaag	10
N2000_Duinen_fieldapp	IV2023010321144828	S	Struiklaag	100
N2000_Duinen_fieldapp	IV2023010321144828	STR	Strooisel	70
N2000_Duinen_fieldapp	IV2023010321144893	K	Kruidlaag	55
N2000_Duinen_fieldapp	IV2023010321144893	MO	Moslaag	55
N2000_Duinen_fieldapp	IV2023010321144893	S	Struiklaag	100
N2000_Duinen_fieldapp	IV2023010321144893	STR	Strooisel	80
N2000_Duinen_fieldapp	IV2023010321144939	B	Boomlaag	97
N2000_Duinen_fieldapp	IV2023010321144939	K	Kruidlaag	50
N2000_Duinen_fieldapp	IV2023010321144939	S	Struiklaag	70
N2000_Duinen_fieldapp	IV2023010321145091	B	Boomlaag	80
N2000_Duinen_fieldapp	IV2023010321145091	K	Kruidlaag	75
N2000_Duinen_fieldapp	IV2023010321145091	MO	Moslaag	4
N2000_Duinen_fieldapp	IV2023010321145091	S	Struiklaag	10
N2000_Duinen_fieldapp	IV2023010321145091	STR	Strooisel	96
N2000_Duinen_fieldapp	IV2023010321145173	B	Boomlaag	95
N2000_Duinen_fieldapp	IV2023010321145173	K	Kruidlaag	50
N2000_Duinen_fieldapp	IV2023010321145173	MO	Moslaag	7
N2000_Duinen_fieldapp	IV2023010321145173	S	Struiklaag	10
N2000_Duinen_fieldapp	IV2023010321145173	STR	Strooisel	100
N2000_Duinen_fieldapp	IV2023010321145220	B	Boomlaag	100
N2000_Duinen_fieldapp	IV2023010321145220	K	Kruidlaag	50
N2000_Duinen_fieldapp	IV2023010321145220	NB	Naakte Bodem	25
N2000_Duinen_fieldapp	IV2023010321145220	S	Struiklaag	20
N2000_Duinen_fieldapp	IV2023010321145220	STR	Strooisel	75
N2000_Duinen_fieldapp	IV2023010321145261	K	Kruidlaag	80
N2000_Duinen_fieldapp	IV2023010321145261	MO	Moslaag	2
N2000_Duinen_fieldapp	IV2023010321145261	S	Struiklaag	80
N2000_Duinen_fieldapp	IV2023010321145261	STR	Strooisel	10
N2000_Duinen_fieldapp	IV2023010321145332	K	Kruidlaag	50
N2000_Duinen_fieldapp	IV2023010321145332	NB	Naakte Bodem	2
N2000_Duinen_fieldapp	IV2023010321145332	S	Struiklaag	100
N2000_Duinen_fieldapp	IV2023010321145332	STR	Strooisel	10
N2000_Duinen_fieldapp	IV2023010321145474	B	Boomlaag	75
N2000_Duinen_fieldapp	IV2023010321145474	K	Kruidlaag	70
N2000_Duinen_fieldapp	IV2023010321145474	S	Struiklaag	10
N2000_Duinen_fieldapp	IV2023010321145474	STR	Strooisel	100
N2000_Duinen_fieldapp	IV2023010321145550	K	Kruidlaag	95
N2000_Duinen_fieldapp	IV2023010321145550	S	Struiklaag	55
N2000_Duinen_fieldapp	IV2023010321145550	STR	Strooisel	10
N2000_Duinen_fieldapp	IV2023010321145602	B	Boomlaag	17
N2000_Duinen_fieldapp	IV2023010321145602	K	Kruidlaag	100
N2000_Duinen_fieldapp	IV2023010321145602	MO	Moslaag	60
N2000_Duinen_fieldapp	IV2023010321145602	S	Struiklaag	80
N2000_Duinen_fieldapp	IV2023010321145602	STR	Strooisel	18
N2000_Duinen_fieldapp	IV2023010321145661	B	Boomlaag	95
N2000_Duinen_fieldapp	IV2023010321145661	K	Kruidlaag	90
N2000_Duinen_fieldapp	IV2023010321145661	S	Struiklaag	12
N2000_Duinen_fieldapp	IV2023010321145661	STR	Strooisel	100
N2000_Duinen_fieldapp	IV2023010321145795	K	Kruidlaag	17
N2000_Duinen_fieldapp	IV2023010321145795	MO	Moslaag	1
N2000_Duinen_fieldapp	IV2023010321145795	S	Struiklaag	100
N2000_Duinen_fieldapp	IV2023010321145795	STR	Strooisel	95
N2000_Duinen_fieldapp	IV2023010321145811	K	Kruidlaag	75
N2000_Duinen_fieldapp	IV2023010321145811	MO	Moslaag	4
N2000_Duinen_fieldapp	IV2023010321145811	S	Struiklaag	92
N2000_Duinen_fieldapp	IV2023010321145991	B	Boomlaag	100
N2000_Duinen_fieldapp	IV2023010321145991	K	Kruidlaag	90
N2000_Duinen_fieldapp	IV2023010321145991	NB	Naakte Bodem	15
N2000_Duinen_fieldapp	IV2023010321145991	S	Struiklaag	12
N2000_Duinen_fieldapp	IV2023010321145991	STR	Strooisel	40
N2000_Duinen_fieldapp	IV2023010321150073	K	Kruidlaag	45
N2000_Duinen_fieldapp	IV2023010321150073	MO	Moslaag	40
N2000_Duinen_fieldapp	IV2023010321150073	S	Struiklaag	100
N2000_Duinen_fieldapp	IV2023010321150073	STR	Strooisel	20
N2000_Duinen_fieldapp	IV2023010321150183	B	Boomlaag	90
N2000_Duinen_fieldapp	IV2023010321150183	K	Kruidlaag	15
N2000_Duinen_fieldapp	IV2023010321150183	S	Struiklaag	90
N2000_Duinen_fieldapp	IV2023010321150183	STR	Strooisel	90
N2000_Duinen_fieldapp	IV2023010321152468	B	Boomlaag	98
N2000_Duinen_fieldapp	IV2023010321152468	K	Kruidlaag	7
N2000_Duinen_fieldapp	IV2023010321152468	NB	Naakte Bodem	40
N2000_Duinen_fieldapp	IV2023010321152468	S	Struiklaag	80
N2000_Duinen_fieldapp	IV2023010321152468	STR	Strooisel	60
Schelde-estuarium	IV2023031712114303	AL	Algenlaag	0
Schelde-estuarium	IV2023031712114303	BH	Boomlaag Hoog	0
Schelde-estuarium	IV2023031712114303	KH	Kruidlaag Hoog	60
Schelde-estuarium	IV2023031712114303	MO	Moslaag	0
Schelde-estuarium	IV2023031712114303	SH	Struiklaag Hoog	0
Schelde-estuarium	IV2023031712114303	STR	Strooisel	0-x-1
Schelde-estuarium	IV2023031712114303	TOT	Bedekking Totaal	60
Schelde-estuarium	IV2023031713295357	AL	Algenlaag	2
Schelde-estuarium	IV2023031713295357	TOT	Bedekking Totaal	2
Schelde-estuarium	IV2023031713323978	KH	Kruidlaag Hoog	0-x-1
Schelde-estuarium	IV2023031713323978	STR	Strooisel	0-x-1
Schelde-estuarium	IV2023031713323978	TOT	Bedekking Totaal	0-x-1
Schelde-estuarium	IV2023031713345535	AL	Algenlaag	15
Schelde-estuarium	IV2023031713345535	STR	Strooisel	0-x-1
Schelde-estuarium	IV2023031713345535	TOT	Bedekking Totaal	15
Schelde-estuarium	IV2023031713373334	AL	Algenlaag	30
Schelde-estuarium	IV2023031713373334	TOT	Bedekking Totaal	30
Schelde-estuarium	IV2023031713462494	KH	Kruidlaag Hoog	85
Schelde-estuarium	IV2023031713462494	STR	Strooisel	30
Schelde-estuarium	IV2023031713462494	TOT	Bedekking Totaal	97
Schelde-estuarium	IV2023031713522954	KH	Kruidlaag Hoog	80
Schelde-estuarium	IV2023031713522954	STR	Strooisel	5
Schelde-estuarium	IV2023031713522954	TOT	Bedekking Totaal	85
Schelde-estuarium	IV2023031713554592	AL	Algenlaag	5
Schelde-estuarium	IV2023031713554592	STR	Strooisel	0-x-1
Schelde-estuarium	IV2023031713554592	TOT	Bedekking Totaal	5
Schelde-estuarium	IV2023031713580684	BH	Boomlaag Hoog	40
Schelde-estuarium	IV2023031713580684	KH	Kruidlaag Hoog	80
Schelde-estuarium	IV2023031713580684	STR	Strooisel	90
Schelde-estuarium	IV2023031713580684	TOT	Bedekking Totaal	100
Schelde-estuarium	IV2023031714024342	KH	Kruidlaag Hoog	95
Schelde-estuarium	IV2023031714024342	STR	Strooisel	5
Schelde-estuarium	IV2023031714024342	TOT	Bedekking Totaal	95
Schelde-estuarium	IV2023031714080432	AL	Algenlaag	0-x-1
Schelde-estuarium	IV2023031714080432	TOT	Bedekking Totaal	0-x-1
Schelde-estuarium	IV2023031714093690	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2023031714211414	STR	Strooisel	0-x-1
Schelde-estuarium	IV2023031714211414	TOT	Bedekking Totaal	0-x-1
Schelde-estuarium	IV2023031714223716	AL	Algenlaag	7
Schelde-estuarium	IV2023031714223716	KH	Kruidlaag Hoog	1
Schelde-estuarium	IV2023031714223716	STR	Strooisel	0-x-1
Schelde-estuarium	IV2023031714223716	TOT	Bedekking Totaal	7
Schelde-estuarium	IV2023031714355413	AL	Algenlaag	20
Schelde-estuarium	IV2023031714355413	KH	Kruidlaag Hoog	15
Schelde-estuarium	IV2023031714355413	TOT	Bedekking Totaal	35
Schelde-estuarium	IV2023031714402320	KH	Kruidlaag Hoog	90
Schelde-estuarium	IV2023031714402320	STR	Strooisel	90
Schelde-estuarium	IV2023031714402320	TOT	Bedekking Totaal	100
Schelde-estuarium	IV2023031714424466	KH	Kruidlaag Hoog	95
Schelde-estuarium	IV2023031714424466	STR	Strooisel	70
Schelde-estuarium	IV2023031714424466	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2023031714451823	KH	Kruidlaag Hoog	80
Schelde-estuarium	IV2023031714451823	STR	Strooisel	5
Schelde-estuarium	IV2023031714451823	TOT	Bedekking Totaal	85
Schelde-estuarium	IV2023031714482987	AL	Algenlaag	1
Schelde-estuarium	IV2023031714482987	STR	Strooisel	0-x-1
Schelde-estuarium	IV2023031714482987	TOT	Bedekking Totaal	1
Schelde-estuarium	IV2023031714501536	KH	Kruidlaag Hoog	95
Schelde-estuarium	IV2023031714501536	STR	Strooisel	80
Schelde-estuarium	IV2023031714501536	TOT	Bedekking Totaal	100
Schelde-estuarium	IV2023031714523366	KH	Kruidlaag Hoog	95
Schelde-estuarium	IV2023031714523366	STR	Strooisel	60
Schelde-estuarium	IV2023031714523366	TOT	Bedekking Totaal	100
Schelde-estuarium	IV2023031715014524	KH	Kruidlaag Hoog	95
Schelde-estuarium	IV2023031715014524	STR	Strooisel	80
Schelde-estuarium	IV2023031715014524	TOT	Bedekking Totaal	100
Schelde-estuarium	IV2023031715060181	KH	Kruidlaag Hoog	95
Schelde-estuarium	IV2023031715060181	STR	Strooisel	20
Schelde-estuarium	IV2023031715060181	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2023031715102357	KH	Kruidlaag Hoog	95
Schelde-estuarium	IV2023031715102357	STR	Strooisel	20
Schelde-estuarium	IV2023031715102357	TOT	Bedekking Totaal	100
Schelde-estuarium	IV2023031715141453	AL	Algenlaag	0-x-1
Schelde-estuarium	IV2023031715141453	KH	Kruidlaag Hoog	1
Schelde-estuarium	IV2023031715141453	TOT	Bedekking Totaal	1
Schelde-estuarium	IV2023031715215897	AL	Algenlaag	2
Schelde-estuarium	IV2023031715215897	STR	Strooisel	0-x-1
Schelde-estuarium	IV2023031715215897	TOT	Bedekking Totaal	2
Schelde-estuarium	IV2023031715352749	AL	Algenlaag	0-x-1
Schelde-estuarium	IV2023031715352749	STR	Strooisel	1
Schelde-estuarium	IV2023031715352749	TOT	Bedekking Totaal	1
Schelde-estuarium	IV2023031715380223	AL	Algenlaag	20
Schelde-estuarium	IV2023031715380223	KH	Kruidlaag Hoog	50
Schelde-estuarium	IV2023031715380223	STR	Strooisel	0-x-1
Schelde-estuarium	IV2023031715380223	TOT	Bedekking Totaal	70
Schelde-estuarium	IV2023031715440970	KH	Kruidlaag Hoog	98
Schelde-estuarium	IV2023031715440970	STR	Strooisel	10
Schelde-estuarium	IV2023031715440970	TOT	Bedekking Totaal	100
Schelde-estuarium	IV2023031715474252	KH	Kruidlaag Hoog	95
Schelde-estuarium	IV2023031715474252	STR	Strooisel	70
Schelde-estuarium	IV2023031715474252	TOT	Bedekking Totaal	100
Schelde-estuarium	IV2023031715501696	KH	Kruidlaag Hoog	95
Schelde-estuarium	IV2023031715501696	STR	Strooisel	80
Schelde-estuarium	IV2023031715501696	TOT	Bedekking Totaal	100
Schelde-estuarium	IV2023031715524216	KH	Kruidlaag Hoog	95
Schelde-estuarium	IV2023031715524216	STR	Strooisel	50
Schelde-estuarium	IV2023031715524216	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2023031715550022	AL	Algenlaag	5
