"";"ID";"Criterium";"Indicator";"Voorwaarde";"Waarde";"Type";"Invoertype";"Eenheid"
"2873";"IV2019042409264442";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2874";"IV2019042409415834";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2875";"IV2019042409550003";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2876";"IV2019080910510887";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2877";"IV2019080912374366";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2878";"IV2019080912402364";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"1";"Ja/nee";NA;NA
"2879";"IV2019080912402364";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2880";"IV2019080912472073";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2881";"IV2019080912525522";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2882";"IV2019080912572674";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"1";"Ja/nee";NA;NA
"2883";"IV2019080912572674";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2884";"IV2019080913060672";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2885";"IV2019080913170487";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2886";"IV2019080913204931";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2887";"IV2019080913310713";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2888";"IV2019080913355919";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2889";"IV2019080913390919";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"1";"Ja/nee";NA;NA
"2890";"IV2019080913390919";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2891";"IV2019080913483666";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2892";"IV2019080913523810";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2893";"IV2019080913571562";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"1";"Ja/nee";NA;NA
"2894";"IV2019080913571562";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2895";"IV2019080914355110";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2896";"IV2019082909514203";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2897";"IV2019082909570134";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2898";"IV2019082910082519";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"0";"Ja/nee";NA;NA
"2899";"IV2019082910082519";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2900";"IV2019082910171726";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2901";"IV2019082910244478";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2902";"IV2019082913333356";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2903";"IV2019082913384667";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2904";"IV2019082913452312";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2905";"IV2019082913504693";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2906";"IV2019083014270835";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2907";"IV2019100111311608";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2908";"IV2019100111354307";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2909";"IV2019100111453143";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2910";"IV2019100111490964";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"1";"Ja/nee";NA;NA
"2911";"IV2019100111490964";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2912";"IV2019100112032024";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2913";"IV2019100112075213";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2914";"IV2019100112164262";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2915";"IV2019100112171755";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2916";"IV2019100406581958";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2917";"IV2019100407044021";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2918";"IV2019100407101015";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2919";"IV2019100407203298";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2920";"IV2019100407263017";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2921";"IV2019100407370381";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2922";"IV2019102908040675";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"1";"Ja/nee";NA;NA
"2923";"IV2019102908040675";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2924";"IV2019102908381915";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2925";"IV2019102909140237";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2926";"IV2019102909351981";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2927";"IV2019102914171224";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"1";"Ja/nee";NA;NA
"2928";"IV2019102914171224";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2929";"IV2019102914251364";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2930";"IV2019102914385814";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2931";"IV2019102914495301";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2932";"IV2019102915313847";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2933";"IV2019102915495051";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2934";"IV2019102916003956";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"1";"Ja/nee";NA;NA
"2935";"IV2019102916003956";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2936";"IV2019102916032344";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2937";"IV2019102916072782";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2938";"IV2019102916124425";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2939";"IV2019103117514907";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2940";"IV2019103117565176";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2941";"IV2019103118004579";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2942";"IV2019103119232102";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2943";"IV2019103119284977";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2944";"IV2019103119325130";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2945";"IV2019103119372507";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"0";"Ja/nee";NA;NA
"2946";"IV2019103119474811";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2947";"IV2019103119511590";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"0";"Ja/nee";NA;NA
"2948";"IV2019103119511590";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2949";"IV2019103119582918";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2950";"IV2019110508094879";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2951";"IV2019110508240678";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2952";"IV2019110508292047";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2953";"IV2019110508334755";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"1";"Ja/nee";NA;NA
"2954";"IV2019110508334755";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2955";"IV2019110508420118";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"1";"Ja/nee";NA;NA
"2956";"IV2019110508522557";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2957";"IV2019110509594859";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"0";"Ja/nee";NA;NA
"2958";"IV2019110510064438";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2959";"IV2019110510125707";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2960";"IV2019110510174735";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2961";"IV2019110513274182";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2962";"IV2019110513325514";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2963";"IV2019110513370240";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2964";"IV2019110513444368";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2965";"IV2019110513521363";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2966";"IV2019110513593676";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2967";"IV2019110514072203";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2968";"IV2019110514072203";"Structuur";"verticale structuur";"aandeel isoëtiden > overige groeivormen";"0";"Ja/nee";NA;NA
"2969";"IV2019110514235553";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"1";"Ja/nee";NA;NA
"2970";"IV2019110514294765";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2971";"IV2019110514345308";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"1";"Ja/nee";NA;NA
"2972";"IV2019110514345308";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2973";"IV2019110514561774";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"1";"Ja/nee";NA;NA
"2974";"IV2019110515035863";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2975";"IV2019110515092969";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"0";"Ja/nee";NA;NA
"2976";"IV2019110515122209";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"1";"Ja/nee";NA;NA
"2977";"IV2019110515255900";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"0";"Ja/nee";NA;NA
"2978";"IV2019110515295694";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2979";"IV2019111308021358";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2980";"IV2019111308091798";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2981";"IV2019111308155779";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2982";"IV2019111308214272";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2983";"IV2019111308261548";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2984";"IV2019111308423568";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2985";"IV2019111308550924";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2986";"IV2019111309075445";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2987";"IV2019111413153709";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2988";"IV2019111914245464";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"1";"Ja/nee";NA;NA
"2989";"IV2019111914245464";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2990";"IV2019112914463370";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2991";"IV2019120515503067";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"0";"Ja/nee";NA;NA
"2992";"IV2020050408242536";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"1";"Ja/nee";NA;NA
"2993";"IV2020050408242536";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2994";"IV2020092215333351";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2995";"IV2020092215474759";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2996";"IV2020092215565805";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"1";"Ja/nee";NA;NA
"2997";"IV2020092215565805";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2998";"IV2020092216074114";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2999";"IV2020092915332513";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"3000";"IV2020092915410663";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"3001";"IV2020100110560092";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"0";"Ja/nee";NA;NA
"3002";"IV2020100111171473";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"3003";"IV2020100215212562";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"3004";"IV2020100215294974";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"3005";"IV2020100611283895";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"3006";"IV2020100611450996";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"3007";"IV2020100710090942";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"3008";"IV2020100710152417";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"0";"Ja/nee";NA;NA
"3009";"IV2020101917263372";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"3010";"IV2020101917311734";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"1";"Ja/nee";NA;NA
"3011";"IV2020101917311734";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"3012";"IV2020102007454335";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"3013";"IV2020102007502215";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"3014";"IV2020102007565094";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"3015";"IV2021012015494957";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"3016";"IV2021012108263313";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"0";"Ja/nee";NA;NA
"3017";"IV2021012108263313";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
